id;duration;protocol_type;service;flag;src_bytes;dst_bytes;land;wrong_fragment;urgent;hot;num_failed_logins;logged_in;num_compromised;root_shell;su_attempted;num_root;num_file_creations;num_shells;num_access_files;num_outbound_cmds;is_host_login;is_guest_login;count;srv_count;serror_rate;srv_serror_rate;rerror_rate;srv_rerror_rate;same_srv_rate;diff_srv_rate;srv_diff_host_rate;dst_host_count;dst_host_srv_count;dst_host_same_srv_rate;dst_host_diff_srv_rate;dst_host_same_src_port_rate;dst_host_srv_diff_host_rate;dst_host_serror_rate;dst_host_srv_serror_rate;dst_host_rerror_rate;dst_host_srv_rerror_rate
22;0;tcp;pop_3;SF;52;3844;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;35;1;0.03;0.17;0.03;0;0;0;0;0
23;0;tcp;http;SF;401;5454;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;10;10;0;0;0;0;1;0;0;112;245;1;0;0.01;0.16;0;0;0.11;0.59
24;0;tcp;http;REJ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;1;1;1;0;1;6;158;1;0;0.17;0.09;0;0;1;1
25;0;tcp;http;SF;206;1590;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;8;8;0;0;0;0;1;0;0;8;255;1;0;0.12;0.01;0;0;0;0
26;0;udp;domain_u;SF;44;134;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;77;157;0;0;0;0;1;0;0.01;255;255;1;0;0;0;0;0;0;0
27;0;tcp;private;S0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;264;3;1;1;0;0;0.01;0.06;0;255;7;0.03;0.07;0;0;1;1;0;0
28;0;udp;private;SF;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;11;0;0;0;0;0.42;0.12;0;255;11;0.04;0.89;0.13;0;0.16;0;0.72;0
29;0;tcp;smtp;S0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0.5;0.5;0;0;1;0;0;132;107;0.45;0.07;0.02;0.02;0.02;0.02;0.01;0
30;0;tcp;iso_tsap;S0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;257;12;1;1;0;0;0.05;0.06;0;255;12;0.05;0.07;0;0;1;1;0;0
31;0;icmp;eco_i;SF;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;27;0;0;0;0;1;0;1;2;36;1;0;1;0.5;0;0;0;0
32;0;tcp;http;SF;200;455;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;7;13;0;0;0;0;1;0;0.23;255;255;1;0;0;0;0;0;0;0
33;0;udp;domain_u;SF;45;82;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;114;114;0;0;0;0;1;0;0;255;254;1;0.01;0;0;0;0;0;0
34;0;tcp;private;S0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;102;8;1;1;0;0;0.08;0.06;0;255;7;0.03;0.07;0;0;1;1;0;0
35;0;icmp;ecr_i;SF;1032;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;509;509;0;0;0;0;1;0;0;187;42;0.22;0.02;0.22;0;0;0;0;0
36;0;tcp;http;SF;236;1906;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;1;0;0;2;2;1;0;0.5;0;0;0;0;0
37;0;tcp;http;SF;292;5336;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;5;5;0;0;0;0;1;0;0;255;255;1;0;0;0;0;0;0;0
38;0;tcp;uucp;S0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;126;2;1;1;0;0;0.02;0.06;0;255;7;0.03;0.06;0;0;1;1;0;0
39;0;tcp;ftp_data;SF;383;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;1;0;0;91;52;0.33;0.07;0.33;0.04;0;0;0;0
40;0;tcp;ftp_data;SF;383;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;11;9;0.82;0.18;0.82;0;0;0;0;0
41;0;tcp;http;SF;296;301;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;25;25;0;0;0;0;1;0;0;25;255;1;0;0.04;0.05;0;0;0;0
42;0;tcp;private;REJ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;270;1;0.08;0;0.87;1;0;1;0;255;1;0;1;0;0;0.08;0;0.87;1
43;0;tcp;private;S0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;129;7;1;1;0;0;0.05;0.06;0;32;7;0.22;0.12;0.03;0;1;1;0;0
44;27;tcp;ftp;SF;949;2720;0;0;0;19;0;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;1;0;0;56;6;0.11;0.11;0.02;0;0;0;0;0
45;0;tcp;finger;S0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;208;8;1;1;0;0;0.04;0.06;0;255;18;0.07;0.07;0;0;1;1;0;0
46;0;tcp;courier;S0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;113;6;1;1;0;0;0.05;0.06;0;255;6;0.02;0.07;0;0;1;1;0;0
47;0;tcp;private;REJ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;273;1;0.11;0;0.88;1;0;1;0;255;1;0;1;0;0;0.12;0;0.87;1
48;0;tcp;private;REJ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;300;1;0.03;0;0.95;1;0;1;0;255;1;0;0.97;0;0;0.04;0;0.92;1
49;0;tcp;private;REJ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;88;1;0.01;0;0.92;1;0.01;1;0;213;1;0;0.45;0;0;0;0;0.39;1
50;0;udp;domain_u;SF;126;45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;294;293;0;0;0;0;1;0.01;0;183;150;0.82;0.01;0.42;0;0;0;0;0
51;38612;tcp;private;RSTR;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;1;1;1;0;0;255;2;0.01;0.51;1;0;0;0;1;1
52;0;tcp;http;SF;222;10654;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;17;17;0;0;0;0;1;0;0;52;255;1;0;0.02;0.07;0;0;0;0
53;0;tcp;ftp_data;SF;1699;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4;5;0;0;0;0;1;0;0.4;10;55;1;0;1;0.04;0;0;0;0
54;0;tcp;private;S0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;197;25;1;1;0;0;0.13;0.05;0;255;25;0.1;0.05;0;0;1;1;0;0
55;0;tcp;nntp;S0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;288;7;1;1;0;0;0.02;0.06;0;255;8;0.03;0.07;0;0;1;1;0;0
56;0;tcp;auth;S0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;204;2;1;1;0;0;0.01;0.06;0;255;2;0.01;0.06;0;0;1;1;0;0
57;0;udp;domain_u;SF;45;78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;79;158;0;0;0;0;1;0;0.01;255;254;1;0.01;0;0;0;0;0;0
58;0;tcp;http;SF;344;504;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4;4;0;0;0;0;1;0;0;26;255;1;0;0.04;0.03;0;0;0;0
59;0;tcp;http;SF;221;2280;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;32;45;0;0;0;0.02;1;0;0.13;74;255;1;0;0.01;0.04;0;0;0;0
60;0;tcp;http;S1;184;21900;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;1;0;0;10;10;1;0;0.1;0;0.1;0.1;0;0
61;0;tcp;http;SF;243;12922;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;12;12;0.08;0.08;0;0;1;0;0;255;255;1;0;0;0;0;0;0;0
62;0;tcp;http;SF;504;10261;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;178;255;1;0;0.01;0.04;0;0;0;0
63;0;tcp;name;S0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;279;24;1;1;0;0;0.09;0.05;0;255;24;0.09;0.05;0;0;1;1;0;0
64;0;tcp;smtp;SF;922;330;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;1;0;0;138;191;0.75;0.08;0.01;0.01;0.02;0.01;0;0
65;0;tcp;http;SF;219;1337;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;7;7;0;0;0;0;1;0;0;8;8;1;0;0.12;0;0;0;0;0
66;16965;tcp;other;RSTR;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;1;1;1;0;0;255;2;0.01;0.69;1;0;0;0;1;1
67;0;tcp;netbios_ns;S0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;287;22;1;1;0;0;0.08;0.05;0;255;22;0.09;0.05;0;0;1;1;0;0
68;0;tcp;private;S0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;97;1;1;1;0;0;0.01;0.08;0;255;1;0;0.06;0;0;1;1;0;0
69;0;tcp;http;SF;311;11336;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;17;33;0;0;0;0;1;0;0.15;200;255;1;0;0;0.02;0;0;0;0
70;0;icmp;ecr_i;SF;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;62;63;1;0;1;0.03;0;0;0;0
71;0;udp;private;SF;28;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;52;52;0;0;0;0;1;0;0;255;52;0.2;0.64;0.2;0;0.01;0;0.52;0
72;0;tcp;whois;S0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;190;1;1;1;0;0;0.01;0.08;0;255;1;0;0.07;0;0;1;1;0;0
73;0;tcp;http;SF;308;1412;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4;4;0;0;0;0;1;0;0;191;255;1;0;0.01;0.03;0;0;0;0
74;0;tcp;http;SF;236;891;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;28;255;1;0;0.04;0.03;0;0;0;0
75;0;tcp;telnet;RSTO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;297;19;0;0;1;1;0.06;0.05;0;255;19;0.07;0.08;0;0;0;0;1;1
76;0;tcp;smtp;SF;1786;364;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;3;0;0;0;0;1;0;1;24;132;0.5;0.17;0.04;0.02;0;0.01;0;0
77;0;tcp;http;SF;309;1528;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;6;14;0;0;0;0;1;0;0.14;47;255;1;0;0.02;0.03;0;0;0;0
78;0;tcp;http;SF;219;5381;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;6;6;0;0;0;0;1;0;0;212;255;1;0;0;0.02;0;0;0;0
79;8;udp;domain_u;SF;35;95;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;55;39;0.71;0.07;0.02;0;0;0;0;0
80;0;tcp;nntp;S0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;203;14;1;1;0;0;0.07;0.08;0;255;14;0.05;0.07;0;0;1;1;0;0
81;2;tcp;smtp;SF;1187;361;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;3;0;0;0;0;1;0;1;97;179;0.69;0.04;0.01;0.02;0;0.01;0;0
82;0;tcp;other;REJ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;511;1;0.16;0;0.84;1;0;1;0;255;1;0;1;0;0;0.13;0;0.87;1
83;0;tcp;uucp;RSTO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;127;14;0;0;1;1;0.11;0.06;0;255;14;0.05;0.07;0;0;0;0;1;1
84;0;tcp;auth;S0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;208;1;1;1;0;0;0;0.07;0;255;1;0;0.07;0;0;1;1;0;0
85;151;tcp;http;SF;252;238;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;9;0;0;0;0;1;0;0.22;80;255;1;0;0.01;0.07;0;0;0.03;0.02
86;0;tcp;ftp_data;SF;567;0;0;0;0;0;0;1;0;0;0;6;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;20;36;0.05;0.15;0.05;0.06;0;0;0;0
87;0;tcp;http;SF;286;616;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;12;12;0;0;0;0;1;0;0;12;255;1;0;0.08;0.03;0;0;0;0
88;0;tcp;http;SF;196;269;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;6;6;0;0;0;0;1;0;0;6;255;1;0;0.17;0.08;0;0;0;0
89;0;tcp;ftp_data;S0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;9;1;1;0;0;0.22;0.1;0;202;49;0.24;0.02;0;0;0.99;1;0;0
90;0;tcp;echo;S0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;226;19;1;1;0;0;0.08;0.06;0;255;19;0.07;0.06;0;0;1;1;0;0
91;0;tcp;http;SF;54540;8314;0;0;0;2;0;1;1;0;0;0;0;0;0;0;0;0;2;3;0;0;0.5;0.67;1;0;0.67;255;255;1;0;0;0;0;0;0.05;0.05
92;0;tcp;private;S0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;128;18;1;1;0;0;0.14;0.05;0;255;18;0.07;0.08;0;0;1;1;0;0
93;9721;tcp;other;RSTR;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;1;1;1;0;0;255;2;0.01;0.74;1;0;0;0;1;1
94;0;tcp;private;S0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180;2;1;1;0;0;0.01;0.06;0;255;18;0.07;0.07;0;0;1;1;0;0
95;0;tcp;http;SF;309;731;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;5;5;0;0;0;0;1;0;0;5;255;1;0;0.2;0.02;0;0;0;0
96;0;tcp;uucp_path;S0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;182;19;1;1;0;0;0.1;0.07;0;255;15;0.06;0.08;0;0;1;1;0;0
97;0;udp;domain_u;SF;40;56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;1;0;1;255;252;0.99;0.01;0;0;0;0;0;0
98;0;tcp;time;S0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;267;4;1;1;0;0;0.01;0.06;0;255;4;0.02;0.06;0;0;1;1;0;0
99;0;tcp;IRC;SF;74;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;1;0;0;53;17;0.32;0.04;0.02;0;0;0;0.19;0.59
100;0;tcp;http;SF;281;4770;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;16;19;0;0;0;0;1;0;0.11;16;255;1;0;0.06;0.05;0;0;0;0
101;0;tcp;iso_tsap;S0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;233;18;1;1;0;0;0.08;0.06;0;255;17;0.07;0.06;0;0;1;1;0;0
102;0;tcp;klogin;S0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;1;1;0;0;1;0;0;255;6;0.02;0.07;0;0;1;1;0;0
103;0;tcp;domain;S0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;200;2;1;1;0;0;0.01;0.06;0;255;17;0.07;0.08;0;0;1;1;0;0
104;0;tcp;http;S2;264;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;1;3;1;0.67;0;0;1;0;0.67;45;255;1;0;0.02;0.02;0.02;0.01;0;0
105;0;icmp;urp_i;SF;183;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;6;0;0;0;0;0.86;0.29;0;255;32;0.13;0.01;0.14;0;0;0;0;0
106;0;tcp;http;SF;344;1416;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;24;24;0;0;0;0;1;0;0;255;255;1;0;0;0;0;0;0;0
107;0;tcp;private;S0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;125;14;1;1;0;0;0.11;0.07;0;255;14;0.05;0.08;0;0;1;1;0;0
108;0;tcp;http;SF;233;16118;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;14;14;0;0;0;0;1;0;0;255;255;1;0;0;0;0.01;0.01;0;0
109;0;tcp;netbios_ns;S0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;248;2;1;1;0;0;0.01;0.06;0;255;2;0.01;0.05;0;0;1;1;0;0
110;0;tcp;smtp;SF;3600;387;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;255;16;0.06;0.02;0;0;0.87;0;0;0
111;0;icmp;eco_i;SF;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;7;0;0;0;0;1;0;1;3;255;1;0;1;0.25;0;0;0;0
112;0;tcp;http;S0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;11;1;1;0;0;0.37;0.13;0;255;65;0.25;0.02;0;0;1;1;0;0
113;0;tcp;http;SF;314;1456;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;5;8;0;0;0;0;1;0;0.25;255;255;1;0;0;0;0;0;0;0
114;0;tcp;ftp_data;REJ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;122;8;0;0;1;1;0.07;0.07;0;255;8;0.03;0.06;0;0;0;0;1;1
115;0;tcp;private;REJ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;1;1;0.5;1;0;255;1;0;0.21;0.18;0;0;0;0.19;1
116;0;tcp;echo;S0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;230;2;1;1;0;0;0.01;0.07;0;255;2;0.01;0.08;0;0;1;1;0;0
117;0;tcp;private;S0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;91;9;1;1;0;0;0.1;0.08;0;255;9;0.04;0.06;0;0;1;1;0;0
118;0;tcp;smtp;SF;1579;329;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;61;31;0.51;0.08;0.02;0;0;0;0;0
119;0;tcp;http;SF;231;6731;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4;8;0;0;0;0;1;0;0.25;11;255;1;0;0.09;0.02;0;0;0;0
120;0;udp;domain_u;SF;46;81;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;91;96;0;0;0;0;1;0;0.02;255;254;1;0.01;0;0;0;0;0;0
121;0;udp;domain_u;SF;43;43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;121;121;0;0;0;0;1;0;0;255;245;0.96;0.01;0;0;0;0;0;0
122;0;tcp;http;SF;54540;8314;0;0;0;2;0;1;1;0;0;0;0;0;0;0;0;0;7;7;0.14;0.14;0;0;1;0;0;255;255;1;0;0;0;0.01;0.01;0.04;0.04
123;0;tcp;telnet;S0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;110;13;1;1;0;0;0.12;0.05;0;255;13;0.05;0.06;0;0;1;1;0;0
124;0;tcp;other;SF;10073;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;17;1;0.06;0;0;0;0.06;0.24;0;169;1;0.01;0.04;0.3;0;0.01;0;0;0
125;0;udp;domain_u;SF;45;75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;78;156;0;0;0;0;1;0;0.01;255;212;0.83;0.01;0;0;0;0;0;0
126;0;tcp;http;SF;236;327;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3;13;0;0;0;0;1;0;0.31;132;255;1;0;0.01;0.02;0;0;0;0
127;0;tcp;http;SF;227;281;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3;13;0;0;0;0;1;0;0.31;28;255;1;0;0.04;0.01;0;0;0;0
128;0;tcp;http;SF;259;3430;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;7;10;0;0;0;0;1;0;0.3;7;255;1;0;0.14;0.03;0;0;0;0
129;0;tcp;private;S0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;101;15;1;1;0;0;0.15;0.08;0;255;15;0.06;0.07;0;0;1;1;0;0
130;0;tcp;http;SF;206;1509;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;12;12;0;0;0;0;1;0;0;255;255;1;0;0;0;0;0;0;0
131;0;udp;private;SF;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;2;0;0;0;0;0.2;0.4;0;255;2;0.01;0.22;1;0;0;0;0;0
132;0;tcp;smtp;SF;1110;331;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;78;240;0.94;0.03;0.01;0.02;0;0;0;0
133;0;tcp;sunrpc;S0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;296;19;1;1;0;0;0.06;0.06;0;255;19;0.07;0.07;0;0;1;1;0;0
134;0;tcp;private;S0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;175;9;1;1;0;0;0.05;0.06;0;255;17;0.07;0.07;0;0;1;1;0;0
135;0;udp;domain_u;SF;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;1;0;1;4;1;0.25;0.75;0.25;0;0;0;0;0
136;0;udp;private;SF;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;134;114;0;0;0;0;0.85;0.03;0;255;156;0.61;0.05;1;0;0;0;0;0
137;0;tcp;other;REJ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;508;1;0.08;0;0.91;1;0;1;0;255;1;0;1;0;0;0.08;0;0.92;1
138;0;tcp;http;REJ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;296;19;0;0;1;1;0.06;0.05;0;255;19;0.07;0.06;0;0;0;0;1;1
139;0;tcp;ctf;S0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;277;4;1;1;0;0;0.01;0.06;0;255;4;0.02;0.07;0;0;1;1;0;0
140;0;tcp;private;REJ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;241;3;0;0;1;1;0.01;0.07;0;255;3;0.01;0.08;0;0;0;0;1;1
